User ID,Traveler name,Traveler age,Traveler gender,Traveler nationality,Profile Type,Climate Pref,Primary Dest Type,Acc Pref,Transport Core Modes,Traveler Continent
U0422,Evelyn,55,Female,American,Urbain/Luxe/Shopping,Temperate,City,Guesthouse,Bateau;Randonnée;Voiture (si isolé),North America
U0423,Aisha,48,Female,Nigerian,Exotique/Budget,Hot,Cultural/Nature,Hotel,Scooter;Transports Publics;Voiture,Africa
U0424,Harrison,67,Male,Australian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hotel,Taxi;Bateau;Bus,Oceania
U0425,Javier,49,Male,Mexican,Culturel/Histoire,Temperate,City,Guesthouse,Scooter;Vélo;Randonnée,North America
U0426,Andrei,31,Male,Russian,Culturel/Histoire,Temperate,City,Guesthouse,Bus;Voiture (si isolé);Voiture,Europe
U0427,Andrea,53,Female,Mexican,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Transports Publics;4x4;Voiture (si isolé),North America
U0428,Alessandro,32,Male,Italian,Culturel/Histoire,Temperate,City,Airbnb,Vélo;Bus;Scooter,Europe
U0429,Martina,47,Female,Spanish,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Voiture;Vélo;Scooter,Europe
U0430,Jonas,66,Male,German,Culturel/Histoire,Temperate,City,Guesthouse,Voiture (si isolé);Vélo;Bus,Europe
U0431,Kaito,60,Male,Japanese,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Voiture;Marche;Voiture (si isolé),Asia
U0432,Ye-Eun,46,Female,South Korean,Culturel/Histoire,Temperate,City,Airbnb,Taxi;Bateau;4x4,Asia
U0433,Hoàng,33,Male,Vietnamese,Froid/Ski/Nordique,Cold,Adventure/Nature,Airbnb,Bus;Randonnée;Marche,Asia
U0434,Maria,50,Female,Brazilian,Plage/Détente,Hot,Beach,Hostel,Randonnée;Taxi;Métro,South America
U0435,Camila,55,Female,Colombian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Taxi;Voiture;Marche,South America
U0436,Ximena,67,Female,Mexican,Culturel/Histoire,Temperate,City,Villa,4x4;Voiture;Bus,North America
U0437,Femi,67,Male,Nigerian,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Scooter;Voiture;Randonnée,Africa
U0438,William,38,Male,Australian,Culturel/Histoire,Temperate,City,Villa,Bus;Taxi;Voiture,Oceania
U0439,Nour,31,Female,Egyptian,Exotique/Budget,Hot,Cultural/Nature,Hotel,Métro;Bus;Vélo,Africa
U0440,Emeka,27,Male,Nigerian,Urbain/Luxe/Shopping,Temperate,City,Hotel,Bus;Transports Publics;Scooter,Africa
U0441,Mai,37,Female,Vietnamese,Froid/Ski/Nordique,Cold,Adventure/Nature,Airbnb,Tuk-Tuk;Transports Publics;Randonnée,Asia
U0442,Ricardo,60,Male,Mexican,Froid/Ski/Nordique,Cold,Adventure/Nature,Airbnb,Voiture;Vélo;Métro,North America
U0443,Femi,37,Male,Nigerian,Urbain/Luxe/Shopping,Temperate,City,Hotel,Métro;Bateau;Scooter,Africa
U0444,Alice,60,Female,French,Culturel/Histoire,Temperate,City,Guesthouse,Bateau;Bus;Randonnée,Europe
U0445,Miyu,24,Female,Japanese,Culturel/Histoire,Temperate,City,Villa,Taxi;Transports Publics;Scooter,Asia
U0446,Miguel,68,Male,Brazilian,Urbain/Luxe/Shopping,Temperate,City,Hotel,Bus;Voiture;Métro,South America
U0447,Alice,18,Female,Italian,Culturel/Histoire,Temperate,City,Guesthouse,Scooter;Métro;Transports Publics,Europe
U0448,Khaled,19,Male,Saudi,Plage/Détente,Hot,Beach,Airbnb,Transports Publics;Randonnée;Taxi,Asia
U0449,Amahle,58,Female,South African,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,Voiture (si isolé);Tuk-Tuk;Taxi,Africa
U0450,Musa,18,Male,South African,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Marche;Randonnée;Scooter,Africa
U0451,Daniel,44,Male,Spanish,Plage/Détente,Hot,Beach,Villa,Randonnée;Tuk-Tuk;4x4,Europe
U0452,Yemi,69,Female,Nigerian,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Vélo;Taxi;Voiture,Africa
U0453,Thomas,24,Male,French,Culturel/Histoire,Temperate,City,Airbnb,Bus;Taxi;Vélo,Europe
U0454,Kenji,56,Male,Japanese,Urbain/Luxe/Shopping,Temperate,City,Hostel,Transports Publics;Marche;Bus,Asia
U0455,Sato,56,Male,Japanese,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Scooter;4x4;Métro,Asia
U0456,Mandla,62,Male,South African,Plage/Détente,Hot,Beach,Hotel,Transports Publics;Randonnée;Marche,Africa
U0457,Maha,69,Female,Saudi,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Taxi;4x4;Scooter,Asia
U0458,Riccardo,23,Male,Italian,Culturel/Histoire,Temperate,City,Guesthouse,Bateau;Transports Publics;Taxi,Europe
U0459,Lily,46,Female,Australian,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Marche;Taxi;Bateau,Oceania
U0460,Victoria,21,Female,Russian,Plage/Détente,Hot,Beach,Villa,Transports Publics;Taxi;Métro,Europe
U0461,Dmitry,38,Male,Russian,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,Transports Publics;Vélo;Scooter,Europe
U0462,Ludwig,53,Male,German,Froid/Ski/Nordique,Cold,Adventure/Nature,Airbnb,Tuk-Tuk;Randonnée;Marche,Europe
U0463,Riku,44,Male,Japanese,Culturel/Histoire,Temperate,City,Guesthouse,Transports Publics;Vélo;Bateau,Asia
U0464,Zainab,33,Female,Nigerian,Culturel/Histoire,Temperate,City,Guesthouse,Scooter;Randonnée;Bateau,Africa
U0465,Zola,49,Female,South African,Culturel/Histoire,Temperate,City,Airbnb,Voiture;Taxi;Bus,Africa
U0466,Lindiwe,39,Female,South African,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Marche;Bateau;Vélo,Africa
U0467,Nkosi,67,Male,South African,Culturel/Histoire,Temperate,City,Hotel,Voiture (si isolé);Randonnée;Métro,Africa
U0468,Leon,58,Male,German,Culturel/Histoire,Temperate,City,Villa,Taxi;4x4;Transports Publics,Europe
U0469,Rajesh,21,Male,Indian,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,Voiture;Bateau;Voiture (si isolé),Asia
U0470,Saud,55,Male,Saudi,Culturel/Histoire,Temperate,City,Guesthouse,Marche;4x4;Randonnée,Asia
U0471,Heloísa,64,Female,Brazilian,Plage/Détente,Hot,Beach,Hostel,4x4;Métro;Vélo,South America
U0472,Ada,58,Female,Nigerian,Urbain/Luxe/Shopping,Temperate,City,Hotel,Scooter;4x4;Bateau,Africa
U0473,Greta,52,Female,Italian,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Voiture (si isolé);Métro;Tuk-Tuk,Europe
U0474,Seo-Yeon,57,Female,South Korean,Urbain/Luxe/Shopping,Temperate,City,Guesthouse,Voiture (si isolé);Métro;4x4,Asia
U0475,Hyun-Woo,38,Male,South Korean,Plage/Détente,Hot,Beach,Guesthouse,Marche;Vélo;Taxi,Asia
U0476,Ngọc,47,Female,Vietnamese,Plage/Détente,Hot,Beach,Guesthouse,Marche;Voiture;Randonnée,Asia
U0477,Mariana,39,Female,Brazilian,Urbain/Luxe/Shopping,Temperate,City,Hostel,Voiture (si isolé);Tuk-Tuk;4x4,South America
U0478,Ike,68,Male,Nigerian,Exotique/Budget,Hot,Cultural/Nature,Hotel,Taxi;Métro;Randonnée,Africa
U0479,Gabriela,48,Female,Colombian,Urbain/Luxe/Shopping,Temperate,City,Guesthouse,Voiture;Taxi;Bateau,South America
U0480,Valeria,30,Female,Mexican,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,4x4;Transports Publics;Taxi,North America
U0481,Ksenia,21,Female,Russian,Culturel/Histoire,Temperate,City,Hostel,Vélo;Bus;Randonnée,Europe
U0482,Emma,67,Female,Canadian,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Voiture (si isolé);Vélo;Bus,North America
U0483,Bảo,55,Male,Vietnamese,Culturel/Histoire,Temperate,City,Airbnb,Tuk-Tuk;Marche;Transports Publics,Asia
U0484,Alexander,59,Male,Russian,Plage/Détente,Hot,Beach,Airbnb,Scooter;Randonnée;Vélo,Europe
U0485,Marc,29,Male,French,Urbain/Luxe/Shopping,Temperate,City,Hotel,Voiture;Voiture (si isolé);Scooter,Europe
U0486,Sergey,69,Male,Russian,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Scooter;Marche;Voiture,Europe
U0487,Ethan,52,Male,American,Froid/Ski/Nordique,Cold,Adventure/Nature,Airbnb,Bus;Voiture (si isolé);Tuk-Tuk,North America
U0488,Hà,32,Female,Vietnamese,Exotique/Budget,Hot,Cultural/Nature,Hotel,Transports Publics;Taxi;Tuk-Tuk,Asia
U0489,Emily,69,Female,American,Plage/Détente,Hot,Beach,Villa,Tuk-Tuk;Transports Publics;Randonnée,North America
U0490,Harrison,18,Male,Australian,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Tuk-Tuk;4x4;Marche,Oceania
U0491,Mario,34,Male,Spanish,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Scooter;Bus;Voiture,Europe
U0492,Alexander,63,Male,Russian,Culturel/Histoire,Temperate,City,Hotel,Vélo;Transports Publics;Taxi,Europe
U0493,William,29,Male,Swedish,Froid/Ski/Nordique,Cold,Adventure/Nature,Airbnb,Scooter;Tuk-Tuk;4x4,Europe
U0494,Sergio,28,Male,Spanish,Culturel/Histoire,Temperate,City,Airbnb,Tuk-Tuk;4x4;Vélo,Europe
U0495,Isabella,47,Female,Colombian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Scooter;Voiture;Voiture (si isolé),South America
U0496,Elena,31,Female,Russian,Exotique/Budget,Hot,Cultural/Nature,Villa,Bus;Scooter;Taxi,Europe
U0497,Ike,53,Male,Nigerian,Froid/Ski/Nordique,Cold,Adventure/Nature,Airbnb,Métro;Bateau;Voiture (si isolé),Africa
U0498,Sofía,25,Female,Mexican,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Métro;Scooter;Voiture (si isolé),North America
U0499,Ava,42,Female,American,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Métro;Tuk-Tuk;Bateau,North America
U0500,Andrei,48,Male,Russian,Culturel/Histoire,Temperate,City,Guesthouse,Vélo;Taxi;Bateau,Europe
U0501,Ayanda,46,Female,South African,Exotique/Budget,Hot,Cultural/Nature,Hostel,Bateau;Bus;Métro,Africa
U0502,Elias,23,Male,German,Culturel/Histoire,Temperate,City,Hotel,Voiture;Métro;Bateau,Europe
U0503,Eyad,60,Male,Egyptian,Urbain/Luxe/Shopping,Temperate,City,Airbnb,4x4;Randonnée;Bateau,Africa
U0504,Lucas,33,Male,French,Culturel/Histoire,Temperate,City,Airbnb,Scooter;Randonnée;Métro,Europe
U0505,Sung-Min,31,Male,South Korean,Urbain/Luxe/Shopping,Temperate,City,Hostel,4x4;Transports Publics;Vélo,Asia
U0506,Kaito,34,Male,Japanese,Culturel/Histoire,Temperate,City,Hostel,Taxi;Vélo;Voiture,Asia
U0507,Pierre,41,Male,French,Culturel/Histoire,Temperate,City,Hostel,Marche;Voiture (si isolé);Métro,Europe
U0508,Gabriela,46,Female,Colombian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hotel,Bateau;Voiture (si isolé);Randonnée,South America
U0509,Sara,57,Female,Spanish,Culturel/Histoire,Temperate,City,Hostel,Marche;Transports Publics;Métro,Europe
U0510,Sifiso,23,Male,South African,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Taxi;Vélo;Bateau,Africa
U0511,Noah,50,Male,Canadian,Aventure/Nature,Temperate,Adventure/Nature,Villa,Bus;Scooter;4x4,North America
U0512,Simon,44,Male,French,Plage/Détente,Hot,Beach,Guesthouse,Bus;4x4;Vélo,Europe
U0513,Charlotte,41,Female,American,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Randonnée;Métro;Marche,North America
U0514,Alice,33,Female,Brazilian,Exotique/Budget,Hot,Cultural/Nature,Villa,Vélo;Voiture (si isolé);4x4,South America
U0515,Thư,57,Female,Vietnamese,Culturel/Histoire,Temperate,City,Airbnb,Transports Publics;Bateau;Bus,Asia
U0516,Mariana,38,Female,Colombian,Plage/Détente,Hot,Beach,Hotel,Transports Publics;Scooter;Voiture,South America
U0517,Sophia,42,Female,American,Culturel/Histoire,Temperate,City,Guesthouse,Tuk-Tuk;Voiture (si isolé);Transports Publics,North America
U0518,Manon,22,Female,French,Exotique/Budget,Hot,Cultural/Nature,Hotel,Randonnée;Vélo;Bateau,Europe
U0519,William,30,Male,American,Exotique/Budget,Hot,Cultural/Nature,Villa,Taxi;Tuk-Tuk;Voiture,North America
U0520,Giorgia,42,Female,Italian,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Vélo;Randonnée;Voiture,Europe
U0521,Ayanda,61,Female,South African,Exotique/Budget,Hot,Cultural/Nature,Airbnb,4x4;Tuk-Tuk;Scooter,Africa
U0522,Noura,58,Female,Saudi,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Bateau;Transports Publics;Scooter,Asia
U0523,Greta,32,Female,Italian,Exotique/Budget,Hot,Cultural/Nature,Villa,Métro;Vélo;Scooter,Europe
U0524,Luis,25,Male,Mexican,Urbain/Luxe/Shopping,Temperate,City,Villa,Bus;Voiture;Vélo,North America
U0525,Min-Ji,63,Female,South Korean,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Marche;4x4;Randonnée,Asia
U0526,Tae-Hyun,66,Male,South Korean,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Voiture (si isolé);Transports Publics;Taxi,Asia
U0527,Ali,63,Male,Egyptian,Plage/Détente,Hot,Beach,Villa,Randonnée;Transports Publics;Bateau,Africa
U0528,Arthur,52,Male,Brazilian,Urbain/Luxe/Shopping,Temperate,City,Guesthouse,Bateau;Marche;Métro,South America
U0529,Lorenzo,61,Male,Italian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Voiture;Transports Publics;Scooter,Europe
U0530,Chloé,66,Female,French,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Scooter;Voiture;Marche,Europe
U0531,Riccardo,69,Male,Italian,Urbain/Luxe/Shopping,Temperate,City,Hostel,Vélo;Bateau;Bus,Europe
U0532,David,46,Male,Spanish,Froid/Ski/Nordique,Cold,Adventure/Nature,Hotel,Métro;Transports Publics;Marche,Europe
U0533,Emma,49,Female,Swedish,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Transports Publics;Marche;4x4,Europe
U0534,Kemi,64,Female,Nigerian,Urbain/Luxe/Shopping,Temperate,City,Hostel,Scooter;Marche;Transports Publics,Africa
U0535,Sung-Min,68,Male,South Korean,Culturel/Histoire,Temperate,City,Hotel,Voiture (si isolé);Randonnée;Transports Publics,Asia
U0536,Yazeed,57,Male,Saudi,Froid/Ski/Nordique,Cold,Adventure/Nature,Hotel,Randonnée;Marche;Taxi,Asia
U0537,Mikhail,54,Male,Russian,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Scooter;Transports Publics;Bus,Europe
U0538,Min-Jun,38,Male,South Korean,Urbain/Luxe/Shopping,Temperate,City,Hostel,Vélo;Marche;Taxi,Asia
U0539,Ada,43,Female,Nigerian,Culturel/Histoire,Temperate,City,Villa,Métro;Transports Publics;Randonnée,Africa
U0540,Tolu,62,Female,Nigerian,Plage/Détente,Hot,Beach,Hotel,Taxi;Vélo;Tuk-Tuk,Africa
U0541,Gabriele,60,Male,Italian,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Marche;Scooter;Voiture,Europe
U0542,Pablo,18,Male,Spanish,Urbain/Luxe/Shopping,Temperate,City,Hostel,Randonnée;Transports Publics;Bateau,Europe
U0543,Simone,25,Male,Italian,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,Vélo;Transports Publics;Voiture (si isolé),Europe
U0544,Marc,33,Male,French,Plage/Détente,Hot,Beach,Hotel,Voiture (si isolé);Randonnée;Marche,Europe
U0545,Alice,35,Female,Brazilian,Exotique/Budget,Hot,Cultural/Nature,Villa,Tuk-Tuk;Marche;Randonnée,South America
U0546,Chris,67,Male,American,Urbain/Luxe/Shopping,Temperate,City,Guesthouse,Voiture (si isolé);Bus;4x4,North America
U0547,Lucas,61,Male,Canadian,Plage/Détente,Hot,Beach,Hotel,Randonnée;Métro;Taxi,North America
U0548,Olivia,56,Female,American,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Bateau;Scooter;Tuk-Tuk,North America
U0549,Davi,65,Male,Brazilian,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Marche;Randonnée;Voiture,South America
U0550,Chiara,25,Female,Italian,Culturel/Histoire,Temperate,City,Hostel,Marche;Vélo;Voiture (si isolé),Europe
U0551,Emma,45,Female,Canadian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Scooter;Voiture;Vélo,North America
U0552,Manon,36,Female,French,Urbain/Luxe/Shopping,Temperate,City,Guesthouse,Scooter;Bateau;4x4,Europe
U0553,Greta,19,Female,Italian,Aventure/Nature,Temperate,Adventure/Nature,Villa,Bus;Vélo;Taxi,Europe
U0554,Amelia,47,Female,Canadian,Plage/Détente,Hot,Beach,Villa,Scooter;4x4;Bus,North America
U0555,Nour,32,Female,Egyptian,Plage/Détente,Hot,Beach,Hostel,Bus;Voiture;Transports Publics,Africa
U0556,Isla,23,Female,Australian,Culturel/Histoire,Temperate,City,Hotel,Vélo;Voiture (si isolé);Scooter,Oceania
U0557,Hana,50,Female,Japanese,Plage/Détente,Hot,Beach,Airbnb,Marche;Bateau;Taxi,Asia
U0558,Mandla,42,Male,South African,Exotique/Budget,Hot,Cultural/Nature,Hotel,4x4;Bateau;Scooter,Africa
U0559,Simone,21,Male,Italian,Urbain/Luxe/Shopping,Temperate,City,Hotel,Scooter;Randonnée;Vélo,Europe
U0560,Yến,52,Female,Vietnamese,Aventure/Nature,Temperate,Adventure/Nature,Hotel,Vélo;Bateau;Métro,Asia
U0561,Lena,23,Female,German,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Scooter;Marche;4x4,Europe
U0562,Thandi,58,Female,South African,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Scooter;Voiture (si isolé);Vélo,Africa
U0563,Maria,42,Female,Brazilian,Aventure/Nature,Temperate,Adventure/Nature,Villa,Taxi;Scooter;Randonnée,South America
U0564,Ravi,21,Male,Indian,Plage/Détente,Hot,Beach,Guesthouse,Randonnée;Taxi;Voiture (si isolé),Asia
U0565,Emma,53,Female,Italian,Culturel/Histoire,Temperate,City,Hotel,Voiture (si isolé);4x4;Marche,Europe
U0566,Renata,65,Female,Mexican,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Randonnée;4x4;Bateau,North America
U0567,Álvaro,45,Male,Spanish,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Tuk-Tuk;Métro;4x4,Europe
U0568,Greta,31,Female,German,Plage/Détente,Hot,Beach,Villa,Tuk-Tuk;Scooter;Voiture (si isolé),Europe
U0569,Sophie,33,Female,French,Exotique/Budget,Hot,Cultural/Nature,Hotel,Tuk-Tuk;Transports Publics;Métro,Europe
U0570,Nawaf,21,Male,Saudi,Urbain/Luxe/Shopping,Temperate,City,Hotel,Tuk-Tuk;Bateau;Marche,Asia
U0571,Sara,18,Female,Spanish,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Scooter;Tuk-Tuk;Bateau,Europe
U0572,Isla,39,Female,Australian,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Vélo;Marche;Randonnée,Oceania
U0573,Rajesh,19,Male,Indian,Exotique/Budget,Hot,Cultural/Nature,Villa,Vélo;Scooter;Bateau,Asia
U0574,Henry,25,Male,Australian,Plage/Détente,Hot,Beach,Hotel,Voiture (si isolé);Vélo;4x4,Oceania
U0575,Ingrid,22,Female,German,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Bus;Transports Publics;Vélo,Europe
U0576,Irene,41,Female,Spanish,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,4x4;Bus;Marche,Europe
U0577,Sonia,47,Female,Indian,Urbain/Luxe/Shopping,Temperate,City,Hostel,Randonnée;Métro;Voiture,Asia
U0578,Yemi,34,Female,Nigerian,Culturel/Histoire,Temperate,City,Guesthouse,Voiture (si isolé);Vélo;Taxi,Africa
U0579,Inès,49,Female,French,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Tuk-Tuk;Scooter;Bateau,Europe
U0580,Min-Jun,28,Male,South Korean,Exotique/Budget,Hot,Cultural/Nature,Hostel,Transports Publics;4x4;Bus,Asia
U0581,Khaya,55,Male,South African,Culturel/Histoire,Temperate,City,Airbnb,Voiture;Scooter;Bus,Africa
U0582,Khoa,68,Male,Vietnamese,Exotique/Budget,Hot,Cultural/Nature,Hotel,Voiture;Taxi;Bateau,Asia
U0583,David,60,Male,Mexican,Culturel/Histoire,Temperate,City,Hotel,Métro;Randonnée;Voiture (si isolé),North America
U0584,Rohan,35,Male,Indian,Plage/Détente,Hot,Beach,Hotel,Tuk-Tuk;Bateau;Taxi,Asia
U0585,Alexandre,55,Male,French,Urbain/Luxe/Shopping,Temperate,City,Airbnb,Tuk-Tuk;Transports Publics;Randonnée,Europe
U0586,Camille,56,Female,French,Urbain/Luxe/Shopping,Temperate,City,Hostel,Marche;Voiture (si isolé);Scooter,Europe
U0587,Nawaf,61,Male,Saudi,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Bateau;Marche;Taxi,Asia
U0588,Mia,38,Female,Canadian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Voiture;Marche;4x4,North America
U0589,Lucas,63,Male,Canadian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Taxi;Randonnée;Métro,North America
U0590,Enzo,53,Male,Brazilian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Voiture (si isolé);Métro;Randonnée,South America
U0591,Hoàng,60,Male,Vietnamese,Urbain/Luxe/Shopping,Temperate,City,Hostel,Voiture;Bateau;Métro,Asia
U0592,Do-Yun,37,Male,South Korean,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,Bus;Randonnée;Taxi,Asia
U0593,Rafael,46,Male,Brazilian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Bus;Tuk-Tuk;Transports Publics,South America
U0594,Gabriel,32,Male,Brazilian,Urbain/Luxe/Shopping,Temperate,City,Villa,Tuk-Tuk;Métro;Bateau,South America
U0595,Inès,33,Female,French,Froid/Ski/Nordique,Cold,Adventure/Nature,Hotel,Tuk-Tuk;Vélo;Transports Publics,Europe
U0596,Martina,46,Female,Spanish,Exotique/Budget,Hot,Cultural/Nature,Hostel,Randonnée;Transports Publics;4x4,Europe
U0597,Thành,42,Male,Vietnamese,Exotique/Budget,Hot,Cultural/Nature,Villa,Transports Publics;Scooter;Bateau,Asia
U0598,Mariam,39,Female,Egyptian,Exotique/Budget,Hot,Cultural/Nature,Airbnb,Vélo;Marche;Métro,Africa
U0599,Sato,38,Male,Japanese,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Tuk-Tuk;Bateau;Randonnée,Asia
U0600,Nikita,58,Male,Russian,Culturel/Histoire,Temperate,City,Airbnb,Scooter;4x4;Randonnée,Europe
U0601,Noah,67,Male,Canadian,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,Marche;Vélo;Transports Publics,North America
U0602,Emeka,21,Male,Nigerian,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Transports Publics;Voiture (si isolé);Scooter,Africa
U0603,Lucas,31,Male,French,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Voiture (si isolé);Scooter;Tuk-Tuk,Europe
U0604,Mikhail,37,Male,Russian,Aventure/Nature,Temperate,Adventure/Nature,Hostel,Randonnée;Taxi;Voiture,Europe
U0605,Tolu,61,Female,Nigerian,Froid/Ski/Nordique,Cold,Adventure/Nature,Guesthouse,Bateau;Transports Publics;Randonnée,Africa
U0606,Davi,58,Male,Brazilian,Plage/Détente,Hot,Beach,Hotel,Vélo;Scooter;Tuk-Tuk,South America
U0607,Sakura,61,Female,Japanese,Culturel/Histoire,Temperate,City,Guesthouse,Voiture (si isolé);4x4;Randonnée,Asia
U0608,Riku,46,Male,Japanese,Aventure/Nature,Temperate,Adventure/Nature,Villa,Voiture;Métro;Bateau,Asia
U0609,Ava,56,Female,Canadian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Bus;Voiture;Métro,North America
U0610,Noura,28,Female,Saudi,Plage/Détente,Hot,Beach,Villa,Taxi;Voiture;Vélo,Asia
U0611,Mia,21,Female,German,Plage/Détente,Hot,Beach,Hotel,Transports Publics;Vélo;Taxi,Europe
U0612,Ruby,68,Female,Australian,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Randonnée;Bus;4x4,Oceania
U0613,Manuel,65,Male,Mexican,Plage/Détente,Hot,Beach,Villa,Métro;Vélo;4x4,North America
U0614,Salma,69,Female,Egyptian,Plage/Détente,Hot,Beach,Villa,Voiture;Randonnée;Tuk-Tuk,Africa
U0615,Aisha,30,Female,Indian,Plage/Détente,Hot,Beach,Hotel,Taxi;Randonnée;Voiture (si isolé),Asia
U0616,Sofia,29,Female,Italian,Froid/Ski/Nordique,Cold,Adventure/Nature,Villa,Marche;4x4;Métro,Europe
U0617,Neha,49,Female,Indian,Exotique/Budget,Hot,Cultural/Nature,Villa,Voiture;Transports Publics;Vélo,Asia
U0618,Isla,69,Female,Australian,Urbain/Luxe/Shopping,Temperate,City,Hostel,Tuk-Tuk;Voiture (si isolé);Bateau,Oceania
U0619,Carlos,31,Male,Mexican,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Vélo;Voiture;Bateau,North America
U0620,Sofía,26,Female,Mexican,Culturel/Histoire,Temperate,City,Hotel,Vélo;Transports Publics;Métro,North America
U0621,Aisha,27,Female,Saudi,Aventure/Nature,Temperate,Adventure/Nature,Airbnb,Marche;Bus;Transports Publics,Asia
U0622,Gyu-Min,27,Male,South Korean,Urbain/Luxe/Shopping,Temperate,City,Guesthouse,Métro;Bateau;Marche,Asia
U0623,Mateo,36,Male,Colombian,Urbain/Luxe/Shopping,Temperate,City,Hotel,Taxi;Voiture (si isolé);Randonnée,South America
U0624,Mariana,35,Female,Colombian,Exotique/Budget,Hot,Cultural/Nature,Hotel,Randonnée;Voiture;Marche,South America
U0625,Javier,21,Male,Spanish,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,Tuk-Tuk;Marche;Scooter,Europe
U0626,Zola,45,Male,South African,Aventure/Nature,Temperate,Adventure/Nature,Guesthouse,Taxi;Vélo;Bus,Africa
U0627,Camila,28,Female,Mexican,Culturel/Histoire,Temperate,City,Hotel,Métro;Bus;Vélo,North America
U0628,Olu,69,Male,Nigerian,Plage/Détente,Hot,Beach,Villa,Randonnée;Tuk-Tuk;Métro,Africa
U0629,Deepa,37,Female,Indian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Randonnée;Voiture;Bus,Asia
U0630,Adrián,69,Male,Spanish,Exotique/Budget,Hot,Cultural/Nature,Guesthouse,4x4;Transports Publics;Bus,Europe
U0631,Ava,61,Female,Australian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Voiture (si isolé);Scooter;Vélo,Oceania
U0632,Lovisa,30,Female,Swedish,Plage/Détente,Hot,Beach,Hotel,Randonnée;Métro;Voiture,Europe
U0633,Finn,53,Male,Australian,Froid/Ski/Nordique,Cold,Adventure/Nature,Hostel,Métro;Bus;Transports Publics,Oceania
U0634,Tara,67,Female,Indian,Culturel/Histoire,Temperate,City,Hostel,Taxi;Marche;Métro,Asia
