Trip ID,User ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Average Daily Cost,Total cost,Local Transport Mode
T04726,U0856,"Rio de Janeiro, Brazil",2025-03-20,2025-03-26,7,Bandar,61,Male,Saudi,Resort,1983.39,657.61,2641.0,Taxi
T04727,U0857,"Havana, Cuba",2022-06-03,2022-06-13,11,Sara,28,Female,Swedish,Airbnb,598.1,524.9,1123.0,Voiture (si isolé)
T04728,U0857,"Bali, Indonesia",2022-08-16,2022-08-23,8,Sara,28,Female,Swedish,Airbnb,633.13,765.87,1399.0,Tuk-Tuk
T04729,U0857,"Zanzibar, Tanzania",2019-01-20,2019-01-25,6,Sara,28,Female,Swedish,Airbnb,546.28,498.79,1045.07,Voiture (si isolé)
T04730,U0857,"Chiang Mai, Thailand",2016-03-18,2016-03-27,10,Sara,28,Female,Swedish,Hostel,229.16,446.73,675.89,Scooter
T04731,U0857,"Miami, USA",2018-06-07,2018-06-18,12,Sara,28,Female,Swedish,Resort,5221.0,2151.22,7372.22,4x4
T04732,U0857,"Rome, Italy",2019-02-06,2019-02-12,7,Sara,28,Female,Swedish,Airbnb,538.07,690.84,1228.91,Taxi
T04733,U0858,"Edinburgh, UK",2024-07-05,2024-07-07,3,Hanna,59,Female,German,Guesthouse,146.69,290.68,437.37,Voiture
T04734,U0858,"Dublin, Ireland",2019-09-10,2019-09-16,7,Hanna,59,Female,German,Guesthouse,409.25,592.64,1001.89,Voiture
T04735,U0858,"Reykjavik, Iceland",2017-08-24,2017-09-06,14,Hanna,59,Female,German,Guesthouse,1317.92,2410.91,3728.83,Métro
T04736,U0858,"Galapagos Islands, Ecuador",2022-10-08,2022-10-22,15,Hanna,59,Female,German,Camping,547.93,2633.42,3181.35,Scooter
T04737,U0858,"Le Caire, Egypt",2023-02-14,2023-02-24,11,Hanna,59,Female,German,Guesthouse,358.06,509.44,867.5,Métro
T04738,U0859,"Banff, Canada",2018-07-07,2018-07-17,11,Karim,33,Male,Egyptian,Guesthouse,856.68,2082.88,2939.56,Voiture
T04739,U0859,"Stockholm, Sweden",2021-09-17,2021-09-21,5,Karim,33,Male,Egyptian,Guesthouse,447.59,949.73,1397.32,Tuk-Tuk
T04740,U0859,"Reykjavik, Iceland",2021-12-04,2021-12-18,15,Karim,33,Male,Egyptian,Hotel,2919.62,2931.15,5850.77,Vélo
T04741,U0859,"Kruger NP, South Africa",2018-04-12,2018-04-26,15,Karim,33,Male,Egyptian,Guesthouse,1439.48,2862.59,4302.07,Vélo
T04742,U0859,"Edinburgh, UK",2023-05-17,2023-05-20,4,Karim,33,Male,Egyptian,Airbnb,305.69,359.39,665.08,Métro
T04743,U0859,"Queenstown, New Zealand",2023-01-27,2023-02-03,8,Karim,33,Male,Egyptian,Guesthouse,799.17,1322.15,2121.32,Randonnée
T04744,U0860,"Venice, Italy",2024-03-06,2024-03-10,5,Mateus,57,Male,Brazilian,Hostel,256.89,965.32,1222.21,Transports Publics
T04745,U0860,"Hokkaido, Japan",2018-04-02,2018-04-14,13,Mateus,57,Male,Brazilian,Hostel,516.19,1116.54,1632.73,Transports Publics
T04746,U0860,"Auckland, New Zealand",2016-08-06,2016-08-08,3,Mateus,57,Male,Brazilian,Hostel,110.3,263.02,373.32,Voiture
T04747,U0860,"Vancouver, Canada",2016-09-07,2016-09-11,5,Mateus,57,Male,Brazilian,Hostel,289.98,984.38,1274.36,Métro
T04748,U0860,"Hokkaido, Japan",2023-01-20,2023-01-29,10,Mateus,57,Male,Brazilian,Hostel,399.76,942.09,1341.85,Randonnée
T04749,U0861,"Malé, Maldives",2023-01-15,2023-01-19,5,Juan,32,Male,Colombian,Airbnb,633.34,812.36,1445.7,4x4
T04750,U0861,"Iguazu Falls, Brazil",2019-10-20,2019-10-28,9,Juan,32,Male,Colombian,Airbnb,482.29,375.77,858.06,Métro
T04751,U0861,"Cairns, Australia",2022-04-16,2022-04-20,5,Juan,32,Male,Colombian,Airbnb,394.24,474.44,868.68,Tuk-Tuk
T04752,U0861,"Galapagos Islands, Ecuador",2018-02-15,2018-02-26,12,Juan,32,Male,Colombian,Airbnb,1499.2,2343.05,3842.25,Métro
T04753,U0861,"Cancun, Mexico",2019-12-17,2019-12-25,9,Juan,32,Male,Colombian,Villa,2112.43,857.1,2969.53,Transports Publics
T04754,U0861,"Malé, Maldives",2018-07-20,2018-07-28,9,Juan,32,Male,Colombian,Resort,3776.87,1465.29,5242.16,Métro
T04755,U0861,"Giza, Egypt",2024-08-13,2024-08-25,13,Juan,32,Male,Colombian,Airbnb,665.95,637.06,1303.01,Bateau
T04756,U0862,"Rio de Janeiro, Brazil",2021-03-26,2021-04-02,8,Nikita,68,Male,Russian,Villa,1672.21,690.8,2363.01,Métro
T04757,U0862,"Seoul, South Korea",2016-04-03,2016-04-09,7,Nikita,68,Male,Russian,Guesthouse,543.45,1368.18,1911.63,Transports Publics
T04758,U0862,"Nairobi, Kenya",2023-10-18,2023-10-22,5,Nikita,68,Male,Russian,Hostel,178.63,462.23,640.86,Voiture (si isolé)
T04759,U0862,"Banff, Canada",2016-12-09,2016-12-22,14,Nikita,68,Male,Russian,Hostel,869.03,2682.11,3551.14,Marche
T04760,U0862,"Cairns, Australia",2025-03-20,2025-03-31,12,Nikita,68,Male,Russian,Hotel,1362.35,1019.55,2381.9,Bus
T04761,U0862,"Malé, Maldives",2024-11-17,2024-11-21,5,Nikita,68,Male,Russian,Resort,2130.48,927.39,3057.87,Voiture (si isolé)
T04762,U0862,"Cancun, Mexico",2019-02-01,2019-02-11,11,Nikita,68,Male,Russian,Hotel,1163.31,1079.0,2242.31,Métro
T04763,U0863,"Patagonia, Argentina",2021-10-11,2021-10-19,9,Frieda,32,Female,German,Camping,204.3,847.88,1052.18,Randonnée
T04764,U0863,"Zermatt, Switzerland",2016-12-20,2016-12-28,9,Frieda,32,Female,German,Hotel,1842.45,1766.15,3608.6,Tuk-Tuk
T04765,U0863,"Nice, France",2017-02-27,2017-03-07,9,Frieda,32,Female,German,Airbnb,1317.52,1545.03,2862.55,Tuk-Tuk
T04766,U0863,"Zermatt, Switzerland",2025-11-18,2025-11-24,7,Frieda,32,Female,German,Airbnb,921.82,1197.34,2119.16,Tuk-Tuk
T04767,U0863,"Iguazu Falls, Brazil",2020-06-11,2020-06-19,9,Frieda,32,Female,German,Airbnb,453.15,422.51,875.66,Vélo
T04768,U0863,"Zermatt, Switzerland",2018-02-22,2018-03-07,14,Frieda,32,Female,German,Airbnb,1884.94,2575.89,4460.83,Taxi
T04769,U0863,"Patagonia, Argentina",2022-09-19,2022-09-25,7,Frieda,32,Female,German,Airbnb,601.63,623.74,1225.37,Bus
T04770,U0863,"Geneva, Switzerland",2016-01-20,2016-01-23,4,Frieda,32,Female,German,Airbnb,519.26,750.81,1270.07,Scooter
T04771,U0863,"Zermatt, Switzerland",2025-02-25,2025-03-08,12,Frieda,32,Female,German,Airbnb,1721.42,2130.91,3852.33,Taxi
T04772,U0864,"Miami, USA",2017-05-03,2017-05-08,6,Sebastián,28,Male,Colombian,Villa,2373.88,999.61,3373.49,Scooter
T04773,U0865,"Budapest, Hungary",2022-09-27,2022-10-02,6,Sophia,41,Female,American,Airbnb,267.44,292.73,560.17,Bus
T04774,U0865,"San Francisco, USA",2023-02-20,2023-02-25,6,Sophia,41,Female,American,Hotel,1347.58,1006.45,2354.03,Voiture (si isolé)
T04775,U0865,"New York, USA",2024-02-13,2024-02-17,5,Sophia,41,Female,American,Guesthouse,493.01,814.77,1307.78,4x4
T04776,U0866,"Queenstown, New Zealand",2019-04-07,2019-04-18,12,Kelechi,38,Male,Nigerian,Hotel,2375.83,2180.38,4556.21,Scooter
T04777,U0866,"Reykjavik, Iceland",2018-02-03,2018-02-09,7,Kelechi,38,Male,Nigerian,Hostel,342.32,1144.3,1486.62,Métro
T04778,U0866,"Geneva, Switzerland",2021-02-04,2021-02-06,3,Kelechi,38,Male,Nigerian,Hotel,597.56,572.8,1170.36,Scooter
T04779,U0866,"Patagonia, Argentina",2024-08-03,2024-08-10,8,Kelechi,38,Male,Nigerian,Guesthouse,387.5,681.18,1068.68,Métro
T04780,U0866,"Copenhagen, Denmark",2024-07-11,2024-07-13,3,Kelechi,38,Male,Nigerian,Hotel,534.98,528.63,1063.61,Vélo
T04781,U0866,"Edinburgh, UK",2018-06-06,2018-06-11,6,Kelechi,38,Male,Nigerian,Airbnb,531.21,551.15,1082.36,Métro
T04782,U0866,"Vienna, Austria",2025-08-18,2025-08-22,5,Kelechi,38,Male,Nigerian,Hotel,669.2,471.78,1140.98,Voiture
T04783,U0867,"Miami, USA",2016-07-16,2016-07-20,5,Min-Jun,20,Male,South Korean,Resort,2431.88,880.67,3312.55,Métro
T04784,U0868,"Pékin, China",2017-11-26,2017-11-30,5,Matteo,55,Male,Italian,Hostel,162.08,467.35,629.43,Transports Publics
T04785,U0868,"Auckland, New Zealand",2016-09-08,2016-09-13,6,Matteo,55,Male,Italian,Hostel,240.9,521.57,762.47,Vélo
T04786,U0868,"Munich, Germany",2023-07-07,2023-07-11,5,Matteo,55,Male,Italian,Hostel,196.68,438.0,634.68,Marche
T04787,U0868,"Patagonia, Argentina",2018-06-01,2018-06-15,15,Matteo,55,Male,Italian,Camping,312.34,1379.4,1691.74,Métro
T04788,U0868,"Venice, Italy",2024-01-17,2024-01-21,5,Matteo,55,Male,Italian,Airbnb,749.38,952.91,1702.29,Transports Publics
T04789,U0868,"Toronto, Canada",2023-05-27,2023-06-02,7,Matteo,55,Male,Italian,Hostel,243.27,636.43,879.7,Taxi
T04790,U0868,"Seoul, South Korea",2015-12-13,2015-12-16,4,Matteo,55,Male,Italian,Hostel,223.21,663.74,886.95,Randonnée
T04791,U0868,"Cusco, Peru",2016-12-23,2017-01-06,15,Matteo,55,Male,Italian,Hostel,581.98,1396.92,1978.9,Vélo
T04792,U0868,"Kraków, Poland",2022-01-06,2022-01-11,6,Matteo,55,Male,Italian,Hotel,426.8,287.31,714.11,4x4
T04793,U0868,"Moscow, Russia",2025-02-03,2025-02-07,5,Matteo,55,Male,Italian,Hostel,192.44,452.93,645.37,Vélo
T04794,U0869,"Bali, Indonesia",2017-02-26,2017-03-03,6,Ji-Min,23,Female,South Korean,Hotel,656.93,568.9,1225.83,Tuk-Tuk
T04795,U0869,"Rio de Janeiro, Brazil",2024-05-10,2024-05-17,8,Ji-Min,23,Female,South Korean,Guesthouse,426.91,743.99,1170.9,Scooter
T04796,U0869,"Sydney, Australia",2024-11-19,2024-11-24,6,Ji-Min,23,Female,South Korean,Guesthouse,498.69,1181.6,1680.29,Scooter
T04797,U0869,"Seville, Spain",2022-09-01,2022-09-03,3,Ji-Min,23,Female,South Korean,Hostel,91.46,246.35,337.81,Bateau
T04798,U0869,"Jeddah, Saudi Arabia",2024-09-01,2024-09-07,7,Ji-Min,23,Female,South Korean,Hostel,375.98,1288.0,1663.98,Tuk-Tuk
T04799,U0869,"Havana, Cuba",2023-10-07,2023-10-17,11,Ji-Min,23,Female,South Korean,Villa,1147.87,478.36,1626.23,Bus
T04800,U0870,"Galapagos Islands, Ecuador",2017-06-21,2017-06-29,9,Priya,18,Female,Indian,Camping,313.28,1736.09,2049.37,Voiture (si isolé)
T04801,U0871,"Sydney, Australia",2016-07-04,2016-07-10,7,Jack,66,Male,Australian,Airbnb,1068.33,1304.29,2372.62,Marche
T04802,U0871,"Shanghai, China",2019-11-19,2019-11-23,5,Jack,66,Male,Australian,Guesthouse,305.08,471.24,776.32,Bus
T04803,U0871,"Sydney, Australia",2021-03-15,2021-03-21,7,Jack,66,Male,Australian,Airbnb,1106.88,1310.81,2417.69,Tuk-Tuk
T04804,U0871,"New York, USA",2019-06-11,2019-06-15,5,Jack,66,Male,Australian,Guesthouse,465.87,905.62,1371.49,Voiture
T04805,U0871,"Prague, Czech Republic",2025-03-06,2025-03-12,7,Jack,66,Male,Australian,Airbnb,391.69,314.36,706.05,4x4
T04806,U0871,"Stockholm, Sweden",2024-12-08,2024-12-13,6,Jack,66,Male,Australian,Airbnb,814.92,1030.37,1845.29,Métro
T04807,U0871,"Rome, Italy",2017-02-03,2017-02-06,4,Jack,66,Male,Australian,Airbnb,326.61,365.53,692.14,Voiture
T04808,U0872,"Yellowstone NP, USA",2015-12-20,2015-12-27,8,Javier,59,Male,Mexican,Hostel,294.28,758.6,1052.88,Voiture (si isolé)
T04809,U0873,"Giza, Egypt",2019-08-03,2019-08-17,15,Sara,67,Female,Saudi,Airbnb,728.76,677.56,1406.32,Voiture (si isolé)
T04810,U0873,"Kruger NP, South Africa",2023-08-01,2023-08-14,14,Sara,67,Female,Saudi,Hostel,810.36,2664.78,3475.14,Taxi
T04811,U0873,"Toronto, Canada",2017-08-05,2017-08-08,4,Sara,67,Female,Saudi,Hostel,121.6,360.05,481.65,Marche
T04812,U0873,"Fiji, Fiji",2018-11-12,2018-11-21,10,Sara,67,Female,Saudi,Guesthouse,530.53,898.91,1429.44,Taxi
T04813,U0873,"Marrakech, Morocco",2023-02-25,2023-03-07,11,Sara,67,Female,Saudi,Hostel,218.79,483.27,702.06,Taxi
T04814,U0873,"Ubud, Indonesia",2015-08-04,2015-08-12,9,Sara,67,Female,Saudi,Airbnb,879.51,798.64,1678.15,Taxi
T04815,U0873,"Miami, USA",2017-10-03,2017-10-14,12,Sara,67,Female,Saudi,Guesthouse,1065.69,1945.21,3010.9,Voiture (si isolé)
T04816,U0873,"Bali, Indonesia",2021-09-03,2021-09-10,8,Sara,67,Female,Saudi,Hotel,975.43,739.53,1714.96,Tuk-Tuk
T04817,U0873,"Giza, Egypt",2019-09-23,2019-10-05,13,Sara,67,Female,Saudi,Hostel,251.35,553.33,804.68,Vélo
T04818,U0874,"Toronto, Canada",2019-09-03,2019-09-05,3,Louise,55,Female,French,Hotel,400.59,288.37,688.96,Tuk-Tuk
T04819,U0874,"Kraków, Poland",2024-03-04,2024-03-08,5,Louise,55,Female,French,Guesthouse,133.88,225.64,359.52,Voiture
T04820,U0874,"Galapagos Islands, Ecuador",2024-12-04,2024-12-14,11,Louise,55,Female,French,Hotel,1958.0,1921.83,3879.83,Tuk-Tuk
T04821,U0874,"Shanghai, China",2016-06-23,2016-06-29,7,Louise,55,Female,French,Hotel,745.14,675.78,1420.92,Bus
T04822,U0874,"Buenos Aires, Argentina",2017-09-04,2017-09-08,5,Louise,55,Female,French,Guesthouse,263.38,484.06,747.44,Voiture
T04823,U0874,"Rome, Italy",2019-10-16,2019-10-22,7,Louise,55,Female,French,Hotel,758.01,581.81,1339.82,Voiture
T04824,U0874,"Shanghai, China",2023-07-22,2023-07-26,5,Louise,55,Female,French,Hotel,638.94,405.82,1044.76,Randonnée
T04825,U0874,"Melbourne, Australia",2016-03-15,2016-03-17,3,Louise,55,Female,French,Hotel,588.82,535.77,1124.59,Voiture
T04826,U0875,"Auckland, New Zealand",2023-05-17,2023-05-22,6,Jorge,39,Male,Spanish,Hostel,204.61,578.55,783.16,Tuk-Tuk
T04827,U0875,"New York, USA",2022-12-23,2022-12-26,4,Jorge,39,Male,Spanish,Hostel,187.57,703.14,890.71,Métro
T04828,U0875,"Patagonia, Argentina",2020-12-20,2020-12-30,11,Jorge,39,Male,Spanish,Hostel,387.07,973.83,1360.9,Vélo
T04829,U0875,"Melbourne, Australia",2015-09-11,2015-09-16,6,Jorge,39,Male,Spanish,Hostel,309.17,1047.11,1356.28,Tuk-Tuk
T04830,U0875,"Paris, France",2024-02-04,2024-02-08,5,Jorge,39,Male,Spanish,Hostel,233.76,978.1,1211.86,Marche
T04831,U0875,"Himeji, Japan",2022-10-27,2022-11-07,12,Jorge,39,Male,Spanish,Hostel,392.0,1138.43,1530.43,Bateau
T04832,U0875,"Shanghai, China",2025-10-13,2025-10-17,5,Jorge,39,Male,Spanish,Hostel,187.49,474.37,661.86,4x4
T04833,U0875,"San Francisco, USA",2016-10-15,2016-10-19,5,Jorge,39,Male,Spanish,Hotel,1015.61,827.3,1842.91,4x4
T04834,U0875,"New York, USA",2016-12-03,2016-12-07,5,Jorge,39,Male,Spanish,Hostel,315.27,847.09,1162.36,Scooter
T04835,U0876,"Miami, USA",2023-09-01,2023-09-05,5,Hessa,44,Female,Saudi,Villa,1560.77,981.34,2542.11,Tuk-Tuk
T04836,U0876,"Miami, USA",2017-03-19,2017-03-28,10,Hessa,44,Female,Saudi,Villa,3609.0,1798.12,5407.12,Marche
T04837,U0876,"Malé, Maldives",2018-12-24,2018-12-30,7,Hessa,44,Female,Saudi,Villa,2310.51,1331.16,3641.67,Voiture
T04838,U0877,"Reykjavik, Iceland",2018-11-11,2018-11-22,12,Mikhail,22,Male,Russian,Guesthouse,1136.59,2308.59,3445.18,Scooter
T04839,U0877,"Hokkaido, Japan",2020-11-13,2020-11-20,8,Mikhail,22,Male,Russian,Camping,155.97,742.59,898.56,Bus
T04840,U0878,"Dubai, UAE",2018-12-21,2018-12-25,5,Oliver,46,Male,Australian,Guesthouse,458.76,830.44,1289.2,Métro
T04841,U0878,"Medina, Saudi Arabia",2020-01-22,2020-01-28,7,Oliver,46,Male,Australian,Airbnb,841.86,1155.91,1997.77,Transports Publics
T04842,U0878,"Cairns, Australia",2021-09-04,2021-09-08,5,Oliver,46,Male,Australian,Villa,1121.17,459.38,1580.55,Bus
T04843,U0878,"San Juan, Puerto Rico",2024-04-12,2024-04-22,11,Oliver,46,Male,Australian,Villa,2323.41,965.76,3289.17,Randonnée
T04844,U0878,"Pékin, China",2017-03-16,2017-03-20,5,Oliver,46,Male,Australian,Hotel,540.62,433.53,974.15,Métro
T04845,U0878,"Bangkok, Thailand",2023-01-04,2023-01-10,7,Oliver,46,Male,Australian,Guesthouse,239.14,296.45,535.59,Métro
T04846,U0878,"Cancun, Mexico",2022-07-21,2022-07-30,10,Oliver,46,Male,Australian,Villa,2036.52,863.98,2900.5,Bus
T04847,U0879,"Le Caire, Egypt",2017-05-26,2017-06-02,8,Mohamed,21,Male,Egyptian,Airbnb,382.2,344.62,726.82,Bateau
T04848,U0879,"Hokkaido, Japan",2017-10-02,2017-10-15,14,Mohamed,21,Male,Egyptian,Hostel,461.43,1322.26,1783.69,4x4
T04849,U0879,"Jeddah, Saudi Arabia",2018-04-03,2018-04-06,4,Mohamed,21,Male,Egyptian,Guesthouse,317.24,781.87,1099.11,4x4
T04850,U0880,"Dubai, UAE",2019-04-03,2019-04-05,3,Damilola,69,Female,Nigerian,Airbnb,367.73,523.07,890.8,Vélo
T04851,U0880,"Fiji, Fiji",2019-12-19,2019-12-23,5,Damilola,69,Female,Nigerian,Airbnb,485.67,492.86,978.53,Bateau
T04852,U0880,"Banff, Canada",2015-10-19,2015-10-27,9,Damilola,69,Female,Nigerian,Airbnb,1360.04,1552.8,2912.84,Métro
T04853,U0880,"Himeji, Japan",2015-05-03,2015-05-11,9,Damilola,69,Female,Nigerian,Guesthouse,546.27,877.99,1424.26,Voiture (si isolé)
T04854,U0880,"Galapagos Islands, Ecuador",2015-07-27,2015-08-03,8,Damilola,69,Female,Nigerian,Airbnb,964.51,1435.57,2400.08,Voiture (si isolé)
T04855,U0881,"Dublin, Ireland",2022-11-01,2022-11-04,4,Sizakele,31,Female,South African,Airbnb,351.34,335.14,686.48,4x4
T04856,U0881,"Vancouver, Canada",2017-05-25,2017-05-31,7,Sizakele,31,Female,South African,Airbnb,949.38,1310.84,2260.22,Vélo
T04857,U0881,"Venice, Italy",2015-02-26,2015-03-03,6,Sizakele,31,Female,South African,Airbnb,823.98,973.74,1797.72,Scooter
T04858,U0882,"Goa, India",2020-07-14,2020-07-18,5,Tunde,38,Male,Nigerian,Airbnb,219.05,242.86,461.91,Taxi
T04859,U0882,"Kuala Lumpur, Malaysia",2020-07-04,2020-07-09,6,Tunde,38,Male,Nigerian,Airbnb,320.9,248.4,569.3,Marche
T04860,U0882,"Amman, Jordan",2020-01-20,2020-01-30,11,Tunde,38,Male,Nigerian,Guesthouse,637.42,936.55,1573.97,Tuk-Tuk
T04861,U0882,"Melbourne, Australia",2022-11-26,2022-11-30,5,Tunde,38,Male,Nigerian,Airbnb,673.93,978.85,1652.78,Randonnée
T04862,U0883,"Queenstown, New Zealand",2017-06-08,2017-06-15,8,Kaito,51,Male,Japanese,Hostel,404.72,1518.73,1923.45,Voiture
T04863,U0883,"Geneva, Switzerland",2022-02-26,2022-03-04,7,Kaito,51,Male,Japanese,Hostel,354.03,1236.47,1590.5,Randonnée
T04864,U0884,"Vancouver, Canada",2025-12-11,2025-12-14,4,Gyu-Min,65,Male,South Korean,Hostel,211.5,778.96,990.46,Transports Publics
T04865,U0884,"Chicago, USA",2023-11-22,2023-11-26,5,Gyu-Min,65,Male,South Korean,Hostel,178.45,483.9,662.35,Randonnée
T04866,U0884,"Iguazu Falls, Brazil",2025-06-25,2025-07-06,12,Gyu-Min,65,Male,South Korean,Hostel,226.78,522.58,749.36,Vélo
T04867,U0884,"Banff, Canada",2022-02-15,2022-02-27,13,Gyu-Min,65,Male,South Korean,Hostel,705.44,2527.4,3232.84,Vélo
T04868,U0884,"Dubai, UAE",2019-06-04,2019-06-10,7,Gyu-Min,65,Male,South Korean,Hostel,381.84,1374.44,1756.28,Randonnée
T04869,U0884,"Barcelona, Spain",2019-10-27,2019-10-30,4,Gyu-Min,65,Male,South Korean,Hostel,141.75,392.53,534.28,Vélo
T04870,U0884,"Patagonia, Argentina",2020-12-07,2020-12-17,11,Gyu-Min,65,Male,South Korean,Hostel,361.27,1067.0,1428.27,Scooter
T04871,U0885,"Dubai, UAE",2015-10-16,2015-10-21,6,Gabriel,58,Male,French,Hotel,1048.57,1071.84,2120.41,Tuk-Tuk
T04872,U0885,"Los Angeles, USA",2019-02-05,2019-02-10,6,Gabriel,58,Male,French,Guesthouse,468.84,1093.27,1562.11,Taxi
T04873,U0885,"Cusco, Peru",2021-11-21,2021-12-04,14,Gabriel,58,Male,French,Airbnb,1108.16,1299.02,2407.18,Métro
T04874,U0885,"San Diego, USA",2023-09-07,2023-09-10,4,Gabriel,58,Male,French,Hostel,226.01,680.76,906.77,Voiture
T04875,U0885,"Los Angeles, USA",2019-01-27,2019-02-02,7,Gabriel,58,Male,French,Airbnb,999.43,1231.03,2230.46,Transports Publics
T04876,U0885,"San Francisco, USA",2020-01-26,2020-01-30,5,Gabriel,58,Male,French,Guesthouse,483.3,932.32,1415.62,Randonnée
T04877,U0886,"Chicago, USA",2019-03-14,2019-03-18,5,Seo-Jun,35,Male,South Korean,Guesthouse,264.66,437.86,702.52,Métro
T04878,U0886,"Banff, Canada",2022-04-21,2022-04-28,8,Seo-Jun,35,Male,South Korean,Guesthouse,613.63,1320.26,1933.89,Randonnée
T04879,U0886,"San Juan, Puerto Rico",2020-06-25,2020-07-02,8,Seo-Jun,35,Male,South Korean,Guesthouse,435.87,742.1,1177.97,Marche
T04880,U0886,"Toronto, Canada",2023-06-11,2023-06-15,5,Seo-Jun,35,Male,South Korean,Guesthouse,261.32,420.8,682.12,Bateau
T04881,U0886,"Reykjavik, Iceland",2022-10-09,2022-10-19,11,Seo-Jun,35,Male,South Korean,Guesthouse,990.34,1903.12,2893.46,4x4
T04882,U0886,"Lisbon, Portugal",2017-02-10,2017-02-16,7,Seo-Jun,35,Male,South Korean,Guesthouse,425.96,590.48,1016.44,Bus
T04883,U0887,"New York, USA",2022-01-01,2022-01-04,4,Deepa,47,Female,Indian,Hostel,198.75,675.12,873.87,Scooter
T04884,U0887,"New York, USA",2017-09-20,2017-09-23,4,Deepa,47,Female,Indian,Hostel,228.27,746.74,975.01,Bus
T04885,U0887,"New York, USA",2020-12-17,2020-12-19,3,Deepa,47,Female,Indian,Hostel,185.24,574.13,759.37,4x4
T04886,U0887,"Seoul, South Korea",2024-11-11,2024-11-16,6,Deepa,47,Female,Indian,Hostel,378.66,1146.98,1525.64,Voiture (si isolé)
T04887,U0887,"Cusco, Peru",2024-07-15,2024-07-28,14,Deepa,47,Female,Indian,Hostel,509.67,1331.86,1841.53,Voiture
T04888,U0887,"Melbourne, Australia",2024-12-22,2024-12-25,4,Deepa,47,Female,Indian,Hostel,218.38,789.76,1008.14,Voiture (si isolé)
T04889,U0887,"Vancouver, Canada",2015-05-24,2015-05-29,6,Deepa,47,Female,Indian,Hostel,310.16,1011.45,1321.61,Scooter
T04890,U0888,"Dublin, Ireland",2019-05-12,2019-05-16,5,Lucas,21,Male,Swedish,Hostel,150.17,405.53,555.7,Voiture (si isolé)
T04891,U0888,"Bogotá, Colombia",2016-09-24,2016-09-26,3,Lucas,21,Male,Swedish,Guesthouse,160.07,245.13,405.2,Vélo
T04892,U0888,"Kyoto, Japan",2025-10-02,2025-10-09,8,Lucas,21,Male,Swedish,Hostel,302.66,722.42,1025.08,Scooter
T04893,U0889,"Ho Chi Minh City, Vietnam",2024-01-19,2024-01-23,5,Manuela,67,Female,Brazilian,Hotel,327.19,233.86,561.05,Voiture
T04894,U0889,"Rio de Janeiro, Brazil",2018-08-11,2018-08-17,7,Manuela,67,Female,Brazilian,Hotel,822.26,648.15,1470.41,Bateau
T04895,U0889,"Medina, Saudi Arabia",2024-11-20,2024-11-29,10,Manuela,67,Female,Brazilian,Hostel,510.81,1799.4,2310.21,Scooter
T04896,U0889,"Giza, Egypt",2025-10-08,2025-10-20,13,Manuela,67,Female,Brazilian,Hotel,830.58,555.54,1386.12,Vélo
T04897,U0889,"Cartagena, Colombia",2018-02-14,2018-02-18,5,Manuela,67,Female,Brazilian,Hotel,526.06,405.43,931.49,Randonnée
T04898,U0889,"Dubrovnik, Croatia",2025-06-01,2025-06-07,7,Manuela,67,Female,Brazilian,Hotel,924.42,591.07,1515.49,Voiture
T04899,U0890,"Cancun, Mexico",2017-05-23,2017-06-02,11,Lucía,27,Female,Spanish,Villa,2718.89,900.41,3619.3,Tuk-Tuk
T04900,U0890,"Bali, Indonesia",2024-02-19,2024-02-28,10,Lucía,27,Female,Spanish,Villa,2084.26,869.67,2953.93,Scooter
T04901,U0890,"Kruger NP, South Africa",2016-12-15,2016-12-29,15,Lucía,27,Female,Spanish,Hostel,833.61,2490.58,3324.19,4x4
T04902,U0891,"Goa, India",2025-08-12,2025-08-17,6,Đức,30,Male,Vietnamese,Airbnb,315.03,288.51,603.54,Voiture (si isolé)
T04903,U0891,"Venice, Italy",2015-01-12,2015-01-17,6,Đức,30,Male,Vietnamese,Airbnb,714.14,1028.76,1742.9,Métro
T04904,U0891,"Palawan, Philippines",2021-01-10,2021-01-20,11,Đức,30,Male,Vietnamese,Airbnb,1032.3,946.43,1978.73,Taxi
T04905,U0891,"Phuket, Thailand",2017-12-15,2017-12-21,7,Đức,30,Male,Vietnamese,Airbnb,311.4,326.98,638.38,Transports Publics
T04906,U0891,"Bali, Indonesia",2019-11-10,2019-11-19,10,Đức,30,Male,Vietnamese,Resort,3089.26,928.35,4017.61,Voiture (si isolé)
T04907,U0892,"Palawan, Philippines",2021-04-06,2021-04-11,6,Yemi,24,Female,Nigerian,Guesthouse,317.24,494.84,812.08,Bateau
T04908,U0892,"Havana, Cuba",2024-03-21,2024-03-31,11,Yemi,24,Female,Nigerian,Guesthouse,308.9,459.77,768.67,Voiture
T04909,U0892,"Medina, Saudi Arabia",2025-07-09,2025-07-20,12,Yemi,24,Female,Nigerian,Guesthouse,1235.42,2368.72,3604.14,Bateau
T04910,U0892,"Dubrovnik, Croatia",2022-07-27,2022-08-01,6,Yemi,24,Female,Nigerian,Guesthouse,366.94,543.01,909.95,Bateau
T04911,U0892,"Kruger NP, South Africa",2022-10-17,2022-10-23,7,Yemi,24,Female,Nigerian,Guesthouse,672.63,1283.94,1956.57,Voiture (si isolé)
